,Top1_rec,Top2_rec,Top3_rec,Top4_rec,Top5_rec,Top6_rec,Top7_rec,Top8_rec,Top9_rec,Top10_rec
15624,21624,22694,21411,22120,22084,22804,21733,23263,22465,21877
15625,22619,21892,22560,22383,20727,22384,22489,21888,23209,22550
15626,23570,22469,22620,22619,23571,84077,21892,22222,22623,20975
15628,22952,71477,23399,23213,22469,22766,23307,21533,21915,21914
15630,23310,22867,85099F,23203,23200,23439,21108,22610,84077,22549
15632,22178,20972,20971,22149,48138,23196,22384,23239,23082,22728
15634,22111,23427,23321,22114,23332,23400,22469,23329,23211,23399
15636,22457,23146,82551,84406B,84836,21175,82580,23393,23012,85150
15637,23229,22621,21891,21888,21889,20749,22966,22965,22605,22607
15638,22355,22351,22354,22350,22352,22356,22344,22349,22348,22346
15639,22192,22730,22729,22030,22029,21498,22712,22985,16161P,22045
15640,21080,22663,22835,21484,85099C,22974,22120,70006,17003,22028
15641,22147,48194,23198,21232,84375,21481,22139,22212,22993,22383
15643,22672,22429,21533,22840,22838,22842,22795,22425,22671,22674
15644,22726,22750,21977,22900,22720,23209,22896,22557,22348,22328
15645,22469,23534,23332,23356,23329,23330,22464,22804,23083,23541
15646,22090,23170,23171,23172,47566,22713,22970,22083,22959,22971
15648,23152,85123A,22726,84792,21756,22728,47566,23322,22457,22120
15649,22943,22468,22179,23079,84692,35970,23084,23100,84030E,23082
15651,22902,23005,22865,22633,23365,23238,22988,23126,23128,22569
15652,22470,23284,23322,21584,23323,48138,23321,20685,23103,23330
15653,22603,22600,22571,22576,22593,22594,22572,22578,22577,22595
15654,22176,23263,20981,23076,22423,22557,21874,20982,23083,22693
15655,21670,23032,21175,21907,21908,23031,23029,23028,21169,82600
15656,23210,82483,84879,23198,23243,23263,85123A,23320,22142,23266
15657,22666,22961,22966,22965,22722,23165,84378,22978,84380,23166
15658,23284,23298,22191,22960,22728,22925,84879,48187,23342,22993
15659,22692,21524,48138,48194,48116,22690,48185,84947,21326,48111
15660,23201,20727,23344,23199,23207,84077,20726,23202,22619,20972
15661,23321,22694,23322,22855,85150,22427,84836,82583,82484,21755
15663,23332,23264,23265,21137,23322,23321,84879,23330,22197,23270
15664,82582,23356,23554,21770,21174,23558,23553,23426,23541,23534
15665,84836,22855,84949,21430,84755,21745,21326,20718,20717,22173
15667,84832,23419,21791,84947,22945,22557,23100,23188,22469,23504
15668,22791,84949,21326,84945,22178,20829,22792,84755,84879,22460
15669,23177,23050,22960,23052,22979,22969,22720,23171,23161,23173
15670,21626,22498,46000S,22669,21927,47566,21623,21380,21622,21878
15671,21380,22139,22813,21174,20974,82582,23263,22197,22488,21907
15673,84992,22077,85099B,23344,22417,22728,22897,23200,22551,22636
15674,23201,23343,22488,22980,22596,23243,22418,21621,23169,23163
15675,22960,22083,22609,23344,22328,22457,47590A,20992,85034B,85099B
15676,22693,20981,20978,22619,22144,22964,22555,22147,22620,22171
15677,22840,22470,22457,22734,23215,21231,84347,23319,22841,20914
15678,23343,23200,23203,22385,21929,20711,21931,23202,22663,21928
15679,23245,84077,23365,20728,23108,51014C,21642,21640,20727,22608
15680,22585,22113,22077,23355,21485,22158,22457,35970,22423,22577
15681,22605,79321,23188,23192,23177,23434,23353,22197,22993,22991
15683,22960,23344,22910,23202,23343,23129,23192,22927,23199,23109
15687,22960,22840,22596,22411,23404,22605,22607,21166,23581,22507
15689,23084,22139,22084,22499,21877,23169,21539,20914,23298,21533
15690,22286,22249,22241,22251,22285,22250,22423,22287,22342,22229
15691,22813,22583,84879,22812,22938,23083,21291,22906,20685,23434
15692,22804,22577,23321,22466,22189,22457,22465,23322,21340,22696
15694,22467,22457,22766,22728,22730,22725,22456,84879,23534,22729
15695,22570,22988,22551,22556,20972,20971,22553,22554,22749,22713
15696,22784,22722,22993,21534,22457,23407,22907,22982,22978,22726
15699,23404,72760B,22173,22090,85066,22236,23403,22423,23402,23110
15700,23077,22328,21175,22637,23199,23201,21121,75049L,84836,21115
15701,22668,21669,85053,22578,82486,22171,22326,22382,21485,21314
15703,21621,21878,48138,21584,22090,21622,22980,21889,22851,22498
15704,85099B,22822,20685,22487,22427,85099C,21929,22669,21428,22766
15705,48187,22690,22692,22366,21524,48173C,23283,48194,23284,48188
15706,21891,22621,22768,22794,22561,20828,21889,23130,22829,21259
15707,22909,22086,22730,21175,22900,22634,22729,22625,22966,21232
15708,23152,22961,22926,84971S,22295,22467,22851,23330,22907,22584
15709,23298,22080,22079,22178,22669,22083,71459,22456,23328,47566B
15712,23301,48194,23202,22617,22798,84836,23300,82482,82484,48138
15713,21212,22457,21733,82494L,84978,22487,22784,22759,82482,22470
15714,22138,23344,85099C,20914,22766,23103,23437,72799E,22983,84836
15716,21485,22573,22961,22571,22694,22079,22295,23130,22603,21389
15717,72351B,22807,85175,22457,23298,22804,23144,72349B,84755,85174
15719,22989,22485,21181,22487,21524,23205,20719,22692,84992,84755
15720,22086,23320,22906,22654,23318,22910,22943,22112,22144,22835
15721,22411,22114,22386,85099C,23582,22457,23581,20979,85099F,85099B
15722,21181,82582,21165,85066,22117,21756,84879,22082,22914,22423
15723,22809,22654,22112,22144,22083,22960,21623,21034,22077,22844
15724,22138,21755,22646,22120,21935,21115,21891,22379,22645,21877
15725,21326,84978,23356,22791,22909,22111,22470,22301,84836,22669
15727,84988,23157,23300,22952,23148,21933,22195,22752,15058C,22158
15728,22329,22356,22344,22345,22346,22348,22349,22350,22351,22352
15729,21672,21670,21673,21669,23153,21668,23028,22772,23035,23147
15730,21181,22727,22697,23245,23076,23545,22969,22726,22698,21914
15732,22749,22274,20725,20726,22751,22382,22386,22750,22149,21928
15733,22470,22698,22501,22627,21781,84755,22625,21258,22427,85123A
15734,23318,22192,22193,47590B,47590A,22734,22726,23312,22728,22727
15737,21936,84978,21932,23207,21933,23583,84792,23311,22139,22863
15738,21124,21245,21380,21989,84997A,21156,21213,22907,23169,21988
15739,84970S,84970L,23274,23541,23526,22178,23503,84978,22151,23536
15740,23131,22578,22592,22579,23133,23470,35970,22187,22158,85049A
15743,85066,22169,23118,23397,23245,21485,21136,21314,22798,23355
15744,22574,22581,22573,21810,35970,22593,23264,23266,23265,22576
15745,23404,23427,21314,21754,23397,22457,85066,23536,46000S,21756
15746,47591D,22470,22595,20727,21154,23322,22383,20725,23209,85132C
15747,22411,23203,21929,23209,23329,22470,20914,20723,23322,20724
15748,22865,22619,22633,23543,23439,22621,22866,22795,23493,23356
15749,21733,84792,85099B,85152,84050,23082,21109,22782,22328,22692
15750,22969,22499,23207,21485,20725,21907,21497,23501,51014A,22109
15752,22470,23343,21484,21891,22383,22983,21892,22694,20975,23138
15753,84947,84945,84946,84949,22792,85123A,22460,22798,22800,22801
15754,22750,22751,22273,22274,22569,23515,22570,22739,23493,23516
15755,22722,23236,22113,21878,23405,23243,23404,22734,22499,23312
15756,22961,21755,20712,21931,23051,23053,23049,22385,22197,23344
15757,22619,21891,23203,22274,21892,23349,22620,85099B,22141,22142
15758,22114,23355,84029E,21484,84030E,23357,23439,22837,23358,22633
15759,22149,22606,22271,22274,22374,22457,22150,22940,23127,22926
15762,22961,22086,21210,22842,20725,20728,21217,23328,22838,22384
15763,48194,48138,21843,84879,22691,22794,48185,22835,22617,21844
15764,21790,22086,22558,21791,22910,22090,23085,22662,21907,16161P
15766,22734,23173,23170,23171,23174,23172,22621,23175,22909,22736
15768,22467,22727,21890,22730,21889,22728,21888,22725,21891,22620
15769,84997D,84997C,21930,20750,20712,23582,23581,22663,22380,21936
15773,21791,82600,22550,21174,21888,21889,85152,21907,21890,22549
15774,23397,23323,22469,20914,22804,22470,23401,23400,22835,23403
15775,22457,22469,22470,84945,21260,21733,21669,22294,22853,21668
15776,23077,23078,21621,21922,22960,47566,23159,47566B,22505,23032
15777,22697,22236,22766,21485,84568,21188,21730,22113,22112,22192
15780,21181,82583,82600,23321,21907,23322,21174,22139,21165,85150
15781,22485,23485,23343,23314,21136,22776,23268,22767,48194,21340
15782,23541,22114,22113,85152,21485,23132,23553,22627,22193,22191
15783,23393,23535,22574,23394,23249,23250,23397,23251,23534,22430
15785,84380,47590A,23297,22384,23206,22382,21232,22964,22215,22952
15786,71459,21175,23310,23485,23154,85066,22840,23108,23236,35970
15787,22720,22456,23307,47591D,23110,21524,22086,48187,23208,20726
15789,21791,22619,22549,22620,22621,84823,23571,21933,21890,85132C
15790,22627,23284,23332,23356,22605,22138,22112,23302,21169,23329
15791,85099F,22620,23209,20728,23355,21791,21210,20914,22169,21931
15793,21326,21731,84947,21136,23480,POST,22423,22791,84949,22466
15795,16156S,22386,22046,21495,21500,85099C,21498,85099B,22468,85099F
15796,23301,21314,22193,22625,84030E,85099B,23300,21756,82552,23208
15797,22965,23199,22667,22722,22943,20711,21931,22926,20713,20914
15799,84879,21811,35471D,22186,22156,22767,21527,22333,23092,23247
15800,48194,22866,85099B,23177,22943,22865,23320,21931,21174,21770
15801,22969,22464,23298,22465,23108,20719,22356,23300,22693,22784
15802,22351,22354,22350,22352,22356,22344,22349,22348,22346,22345
15803,22577,22178,84947,23083,22423,22593,22578,22601,22594,23245
15804,23241,22076,79321,22182,16169E,21588,22077,23245,48184,23231
15805,22838,23108,20914,22189,23439,23078,84029E,23426,23192,22191
15806,21889,22621,22617,21791,23570,21704,22083,85066,21703,22620
15807,22727,23103,23356,23284,23144,84836,20727,22383,23207,23328
15808,47566B,21481,20717,21524,84375,22379,85150,22730,21174,21181
15809,22627,21484,22191,22838,71459,21716,22846,22193,23243,22720
15810,20675,23209,21243,20674,84997C,22629,85099C,21124,23255,23203
15811,22083,21212,22072,22751,22150,20972,23100,21787,22378,85099B
15812,22776,82494L,22698,23008,23173,23174,23175,23172,15056BL,22607
15813,22624,22625,23245,22188,23163,22846,22904,22627,23231,23133
15814,23320,23247,23144,22086,84375,22187,23083,21165,23311,22619
15815,22619,21891,21889,21915,21791,22621,21497,22045,22029,23229
15819,22960,23192,21929,84375,85099F,23086,84078A,21928,22331,23190
15820,22773,22772,22296,21673,21670,21668,21672,22907,21671,23068
15821,22367,22961,23301,23569,22113,47591D,22898,21485,23300,23395
15822,84970S,48138,22690,85062,23329,21326,23344,84945,23333,48184
15823,82583,21407,22766,22429,84988,23275,21080,23493,20829,22121
15825,84347,23396,23432,22762,22595,22763,23395,46000M,23082,22296
15826,23353,22507,23436,23349,23373,22178,47566,71477,23144,22855
15827,21977,84991,22776,22965,21218,84380,84987,22847,84988,23174
15829,21166,22595,20992,10133,21914,22549,21108,21915,23300,22208
15830,84836,22138,22728,35970,23504,22555,23333,22816,22894,22632
15831,21791,22622,22536,21790,23242,21890,84755,22561,22722,85015
15832,22649,20754,22059,21527,22131,22061,21216,22645,21232,21531
15834,22429,84991,22666,22441,23084,22488,22960,20914,22627,22487
15835,21929,23201,21931,22749,20972,20970,22720,22411,22751,20914
15836,47566,21136,22625,47590B,47590A,23245,85123A,22488,22617,22192
15837,23312,23210,23212,22423,35970,23355,22144,23129,22909,23247
15838,21429,22969,21430,84755,22867,21232,47566B,20682,23311,20971
15839,22752,23245,23206,22757,22662,21935,22635,22634,23207,22755
15840,23108,22617,22382,22355,22661,23313,22610,22027,22424,20981
15841,21175,22595,22549,22178,22115,22423,22804,46000S,22180,20665
15843,23245,22722,23173,23243,23171,23170,23172,22427,21625,22979
15844,22574,22603,22578,22579,22581,22602,23210,85199S,23264,23263
15845,20685,20972,20971,22940,21937,22840,22558,21080,22086,23240
15847,21485,23396,21136,22784,23395,46000S,22595,22090,23427,22470
15850,21889,22197,17003,22483,21704,21790,20749,22208,22429,84077
15852,23175,23173,23245,23041,22427,85048,22992,22468,23310,84945
15853,21497,21499,23230,23232,16161U,22985,16156S,21506,22467,23546
15854,17003,21843,15036,21533,21531,21485,21481,21844,82486,23310
15855,23204,21790,22084,22634,22090,21791,22551,22892,21891,21746
15856,21519,22066,22064,22722,21903,22816,22295,23182,82494L,23146
15857,22595,21212,21975,22573,22571,22574,22602,22417,84991,22734
15858,22992,21915,21755,22655,23201,22910,22148,23089,23340,22980
15860,23322,22077,23232,22622,22654,22813,22509,22585,22469,23007
15861,23245,23236,22617,21328,23270,23239,20983,21931,82581,21935
15862,23323,21430,22086,23397,22726,22173,21428,22727,23103,23427
15863,47566,22139,23284,22466,23355,22114,22112,22636,48187,48138
15864,22423,23250,22697,21326,21534,22425,21688,23249,22698,22424
15865,23240,22561,22624,23558,22627,23535,22726,22467,23571,23080
15866,22636,22622,23010,23051,22744,22969,22961,22743,22634,23053
15867,84375,23320,22311,48188,21314,22961,22988,22747,22798,22435
15869,22465,71053,84949,84946,M,84978,22045,22460,22437,23444
15870,22734,22909,22030,22733,22367,22732,20829,22983,23234,47590A
15872,23084,22617,22636,22551,21915,23192,22301,84997C,21136,22659
15874,22668,22669,22078,22630,22637,22816,22818,22794,23245,22751
15877,22617,22734,22560,22910,20750,21914,22623,22141,84077,21888
15880,22632,23439,21175,84879,22804,21479,23355,47566,21754,22499
15881,22776,21625,21110,21109,71053,84347,21107,23076,22139,23078
15882,22867,23077,72802B,72802C,22809,72807C,72807B,22507,22834,72351B
15883,22632,22835,22302,22300,22693,22301,23439,22633,23356,21217
15885,22798,22791,23089,22457,23444,84946,23355,23164,21340,84949
15886,22620,84347,POST,23397,22483,21429,21586,21890,75049L,23394
15888,23293,23294,23297,22197,47566,23307,20749,47590B,22955,23306
15889,85123A,22942,22727,22729,21888,22943,22371,22149,22558,22847
15891,82494L,82486,82484,21506,22030,22768,85034A,23092,22460,22027
15894,23076,22139,22867,22983,23439,22632,22553,22554,21506,23078
15895,72807C,85035C,72802A,85034C,72803A,72807B,85034B,85034A,85035A,21381
15897,47591D,22979,22178,22491,22980,20975,23245,21588,22425,23198
15898,22569,21931,20685,84029G,21955,20971,22751,22749,23200,48187
15899,21292,22800,21288,22969,84968A,22722,15056N,21078,84969,84997C
15900,23082,22086,23356,21485,23312,22910,22988,22698,22697,22636
15901,22549,84997C,84997B,22418,22571,21889,22621,22617,22491,21791
15903,21484,23543,22966,48138,22716,22028,21479,22037,22027,23439
15904,23393,23320,46000S,23319,23353,46000M,23351,35970,23192,15056N
15906,23299,22505,23198,23163,22989,22898,22427,22840,22424,22624
15907,22989,22940,22666,21833,23103,22946,23077,22150,22180,22606
15909,23174,23173,23175,22423,23161,23163,23164,23160,23245,23162
15910,84970S,22767,23275,23489,22487,22195,23144,85049E,23145,21621
15912,23076,23091,23077,37446,22061,21232,21231,84947,22645,22649
15916,23091,21481,47566,72741,72802C,23357,85014B,22624,20828,85174
15917,23175,23174,23171,23170,23172,22430,22966,21843,21794,23163
15918,23147,22139,21380,22483,POST,47566B,21249,22652,47591D,85049C
15919,23245,21498,16161P,22835,23355,21625,21181,84969,22986,22174
15920,84947,71053,22961,23301,84949,22795,21584,23299,22809,84077
15921,47566,23170,21136,23173,84970S,85014A,22846,23172,22698,22697
15922,21695,23215,21696,21314,72807C,23103,22169,84946,84792,21689
15923,22178,84970S,23144,85062,21832,22645,84970L,84378,22644,85040A
15925,22697,22698,23173,23171,23172,23175,82494L,23163,85150,21166
15930,20728,22384,20727,23206,23526,23530,23535,23534,23208,23542
15932,22423,22457,22219,82482,23393,21993,22585,21136,22171,85032D
15933,85049E,22855,22759,21216,22086,85049A,84836,23328,79321,37370
15935,22666,22502,22029,22037,22723,21509,22712,22980,22717,22979
15937,22560,23198,22607,23196,21068,22693,23192,23197,22456,23188
15938,84879,21326,23109,84755,22784,21340,22792,22423,21313,22460
15939,84378,22090,20679,84992,21212,22089,84978,22488,22195,15056BL
15940,22113,22170,22829,22090,22738,23570,85184C,21914,23010,22780
15942,22619,22302,21790,22303,22971,22988,20971,22150,22147,20972
15944,23173,23245,23174,23175,23171,22188,23172,22427,22457,82494L
15945,22086,84792,22467,22084,75049L,22176,21430,23169,22499,23328
15947,22356,22386,22847,22722,23200,20712,23199,23165,22192,23166
15948,22149,22569,22910,22570,22940,21257,20967,23232,22139,22565
15949,22571,22734,22910,22572,22601,22573,22574,22576,23131,22909
15950,21930,22385,22580,23344,22723,22386,22662,23049,22384,22667
15951,22487,22171,21621,23110,35970,21929,22173,84970S,84947,23118
15952,22633,21754,21314,22082,22139,22178,22969,23132,82483,22834
15953,22457,23131,21314,23146,23129,23469,22158,22771,22470,23147
15955,22488,22457,22086,21930,21931,22113,22386,84380,85099F,82583
15957,22865,22632,22867,85099C,85099F,22834,21621,22150,22694,23344
15958,21794,23053,23054,22897,22894,22896,22898,23050,22939,21792
15963,21615,23084,22138,21620,22960,21993,23569,22470,21992,84755
15965,23319,22941,23343,21929,23582,22111,21931,23503,22616,21588
15967,22835,23321,22555,22617,23243,20727,22866,22722,22801,22113
15969,22469,22470,22625,82552,22507,23394,23393,22429,82551,46000S
15970,22384,20727,23256,23206,23254,23207,23209,23208,22554,23255
15971,85099C,85099F,21929,22381,22411,21928,20713,22663,21110,20711
15973,22960,21430,22077,85049E,21169,21874,21175,22413,21868,21166
15974,22457,85048,23170,75049L,84832,84945,22694,84356,21174,23052
15975,23293,22989,85049E,23295,23297,23294,22737,23320,23198,23318
15976,23206,23208,22569,21232,84988,21169,20971,21936,22568,22570
15977,22111,21615,22189,23332,22086,22812,22696,21340,82494L,23333
15978,21974,23234,22652,21210,23247,22960,22966,22732,84375,23319
15980,85152,84029E,22672,22457,84978,22189,22114,22675,22673,84970S
15981,22952,84987,48187,48194,84077,84991,20726,22383,23318,22456
15983,21790,21791,23082,21892,22549,21429,21889,23300,22617,23109
15984,23240,22456,22219,22158,22222,21745,23569,21498,22776,84836
15985,21896,22441,21584,22079,21714,82551,22139,21843,21172,21012
15986,21811,22294,22297,22296,23212,22573,35961,21810,22574,23210
15987,22456,22426,22424,22778,71459,21591,22185,22423,21122,22928
15988,21326,22792,71459,23090,22460,22500,23109,23240,84949,22722
15990,22382,23080,20726,84380,22507,21731,82483,22501,20749,23206
15992,22841,22840,22842,21754,22853,21755,22843,22585,22846,21172
15993,22619,23490,23445,23184,22759,23489,84970S,22398,22434,23404
15994,22469,22835,22112,23214,21485,23321,22294,71477,23176,22839
15996,48129,22692,22969,22822,23427,21524,23092,22500,48188,22768
15998,22086,84997C,22580,23082,23322,21810,48184,22440,23310,23239
16000,22456,23084,22728,22730,85150,21181,21175,85123A,22469,23534
16003,84949,23232,22178,22429,21755,23203,21534,82482,84792,23245
16005,48187,20685,21931,21181,22720,21733,23084,23284,22727,22690
16006,22138,84836,23061,22456,22185,21035,21983,21984,22561,22295
16007,21891,20914,22620,22907,21500,22089,23243,23083,22189,23462
16008,20725,22383,22111,22178,22469,84970S,23207,22382,85099C,21485
16009,21731,21232,23301,22114,21912,23321,21790,22469,22193,21231
16010,22457,21621,21385,85099B,22499,22456,23126,20971,22750,21625
16011,46000S,84945,84755,23103,22600,22109,22686,22082,84832,22603
16012,85049A,21891,23091,22619,21314,84078A,23089,22620,21892,22555
16013,22968,15036,22460,22799,22784,22419,22456,23108,21232,22800
16014,22149,20972,22845,23229,21733,21912,22752,21108,22561,22668
16015,21156,22141,47503A,22899,22144,22142,22554,23266,23265,23264
16016,22470,21481,22429,22383,23439,22791,84836,23209,22792,20969
16017,22867,22865,23298,22078,23322,22082,22696,23511,22834,23300
16018,22084,84947,23321,23103,22158,23332,21584,21463,23491,22694
16019,23196,20750,85049A,35970,21212,22840,22945,23012,22721,22076
16020,23318,23319,22086,22952,23209,23247,22112,23307,20725,23207
16022,21621,22726,22725,22193,22423,22607,22382,22551,84375,22192
16023,21621,21843,22606,22960,85123A,21498,21533,23494,23170,23245
16024,22487,22554,22553,23196,23165,21984,20973,21914,84879,21974
16025,22945,22941,23176,84988,21974,22077,23340,22082,21524,23177
16026,21918,22553,21889,22992,21791,22557,85053,35970,21790,22548
16027,84947,84945,84949,21621,22792,22493,84078A,22487,22906,23084
16029,20972,21175,20728,20725,22411,22969,21231,22993,22966,23199
16030,85099B,21390,21733,22294,22804,20725,22111,22384,22189,85099C
16031,21500,22557,84755,21499,21621,23501,22632,21498,22555,23500
16033,23493,84836,22794,22605,21955,22425,85066,23356,21115,21524
16034,84949,84946,85123A,22784,22469,22669,85062,21730,84970L,21340
16036,85099B,85099C,22386,85099F,22693,22385,15056BL,20711,82486,17003
16037,22383,22382,22960,84378,20727,21314,22195,84879,23206,22808
16038,15056N,21232,22464,20679,15056BL,POST,22487,72760B,37450,15060B
16040,22507,22418,22620,21754,85066,23111,23118,20728,22383,22224
16041,22838,22846,22839,23355,22842,22624,22625,22627,20914,22849
16042,22909,22940,22144,22554,22150,21790,22273,22557,22274,22738
16043,21340,23354,21499,21500,22674,22425,22424,22846,22173,84945
16045,21527,22957,22938,22966,22840,23232,16161P,22241,22854,22986
16048,23439,21232,22644,22834,22649,21481,22059,37448,22064,23080
16049,22467,21136,21745,22367,23569,23284,22961,84596B,22469,23300
16050,22969,23078,23298,21922,20914,22720,23328,23084,22610,23048
16052,22605,21912,21889,21136,22469,22606,21791,22457,84947,22470
16053,21974,23169,23208,23243,22993,23170,22841,23167,22383,23293
16054,22111,22725,23108,22907,21481,21485,23236,48188,22722,23181
16055,22084,22456,47590A,47590B,23169,23298,21115,85123A,21380,22139
16056,85066,21733,22470,22113,22776,22802,85123A,22114,22693,23404
16057,22952,22739,47566,22867,22866,23236,22795,22989,22846,22112
16059,22960,22865,23298,22969,22694,22866,22621,48194,23332,22169
16061,22351,22354,22350,22352,22356,22344,22349,22348,22346,22345
16062,23232,84030E,21519,23230,23231,16161P,23343,22716,22866,22024
16063,21791,21891,22960,22620,21890,22549,22149,23367,22530,21892
16065,21175,22178,85152,84375,84378,22694,85099C,22837,21931,21166
16066,23356,21756,48138,20971,22581,20970,23323,23300,21485,22751
16070,22910,22551,22557,23493,22555,35970,22909,23352,23353,22077
16071,22384,20727,22596,22383,22469,23493,22464,20972,22142,23344
16072,22847,22840,22842,22627,22841,21231,22960,22843,22666,22429
16073,22361,22487,22197,22363,22359,21621,22362,23169,21745,16169E
16076,22620,22693,21891,21181,21174,23206,22993,21890,21703,23209
16078,M,85066,22968,22723,71459,22829,22855,84970S,20750,22763
16079,23234,23354,23353,22959,22739,22736,22768,23318,23349,23247
16080,22556,22554,22652,22722,20724,22557,22969,22551,23243,20723
16081,22578,23173,23298,23330,22720,23091,22694,22413,23489,23490
16083,23234,22909,23320,23082,23077,85123A,22065,21107,22810,22809
16084,22957,22967,85034B,22283,85066,22168,22859,10135,22933,20972
16085,22178,23100,23298,71477,22079,22561,23300,23439,82494L,22940
16086,85099C,23202,23203,22411,21928,22384,22605,20970,82482,23200
16091,85099C,23199,23200,21928,23202,20712,23581,20711,21937,21929
16092,21231,21912,22619,22550,22274,22965,22417,22271,21889,22568
16093,15044A,22558,15044B,15044D,22470,23350,22469,15034,22178,22501
16094,84988,22960,23229,21791,21213,23306,22955,22623,22969,23240
16096,23284,22411,23006,22995,22999,23002,21929,22139,22188,22904
16097,21889,21914,21790,21912,22606,22549,22623,21891,22620,22550
16098,22927,21791,22904,22847,22191,85099C,23229,85099B,21742,22168
16099,21891,21914,85099F,22621,22619,22385,21929,21931,85099C,22411
16101,23353,84755,23209,23313,22720,22759,21977,23130,23319,22189
16102,84029E,23356,21210,84991,21481,23234,21213,21975,22167,22810
16103,84978,22681,22685,22684,22169,22690,84755,22686,23104,21733
16104,23320,22659,23263,23238,15056N,23333,23103,22776,23321,22571
16105,21498,84375,47591D,21500,22898,21749,21499,22964,16156S,84991
16106,85049E,22141,85049C,23494,23100,22621,85049A,22652,35970,22961
16107,22866,22633,23173,23175,23174,23439,23298,22960,22834,22468
16108,23293,22633,21181,22865,21889,85152,23296,22413,23340,22993
16109,85132C,22967,21933,22222,21394,21398,23187,20801,21399,85159B
16110,22739,23299,20970,22952,82482,22138,22644,22622,84380,23189
16112,22661,22355,23205,23204,23297,22892,23247,23187,21399,22558
16113,23298,22605,22617,22607,22139,47566,84077,22439,22434,22435
16114,23245,22423,22960,23173,22993,22969,23171,23174,23172,22723
16115,23344,21671,21670,23321,23306,23297,23543,22169,23298,23199
16116,82494L,22171,82486,84949,47566,82483,22492,84947,21889,72807B
16117,21174,84755,21733,22464,22465,85066,71053,22960,23298,22804
16119,21314,84949,84836,22791,20979,22595,22863,23393,22080,23396
16120,21110,20914,21034,23500,22084,85184C,21866,21107,22564,84596B
16121,84836,22138,22558,23323,23215,20725,23167,21584,23091,23207
16122,20971,22570,22274,20969,22271,22273,20970,20992,21642,22751
16123,22617,22865,22114,22112,23077,48138,22867,21621,22555,22835
16124,22720,22625,22927,22962,23243,22666,22624,22501,22854,22502
16125,21485,22835,21733,22112,22114,22666,23356,22386,21481,84030E
16126,22083,22739,22566,22086,22668,23511,23518,22651,84978,22735
16127,23494,22595,21623,22968,23298,21485,85049G,22139,22080,22653
16128,22909,22950,21878,22568,23534,22720,23177,23311,22978,22910
16131,21733,22558,71477,22692,21914,22625,23356,22114,22835,22633
16133,22744,23394,84380,21485,10135,23013,22077,22424,23014,20975
16134,85152,21907,23320,21843,21165,21181,21174,21533,21539,21908
16135,22555,21889,82600,21166,21915,22413,22551,22553,22556,21169
16136,22694,23321,22488,23491,22456,23333,23083,23212,22847,22487
16138,22351,22354,22350,22352,22356,22344,22349,22348,22346,22345
16139,22867,22940,22149,22749,22751,22632,20972,22273,23439,22274
16140,23439,84836,20975,22910,22952,84077,84347,22111,22427,22086
16141,22847,22114,22867,22633,22835,22849,22112,22632,20685,48138
16142,22385,48138,22045,21497,22191,22754,47591D,85123A,84212,20727
16143,21217,21907,21933,20727,22384,23208,20726,22960,20914,22776
16144,22697,22698,23245,21843,22776,23173,22139,23170,22178,21621
16145,23300,22961,23445,21533,23355,22892,22384,23321,23234,20725
16146,22469,21669,22178,84978,23322,21670,82494L,85066,21733,21175
16147,22624,84879,22192,22804,22411,22726,22846,21914,22567,46000S
16148,22791,84949,21326,84945,22178,20829,22792,84755,84879,22460
16149,23266,22572,23265,23264,35953,21810,22574,22573,85048,23263
16150,23321,84970S,23322,84970L,22588,22457,21669,20749,22796,20750
16152,22960,21217,21155,71459,21527,21218,22892,21216,22627,20914
16153,20728,21481,84375,22840,23108,23310,22989,23307,23439,20972
16156,47566,23176,23076,21933,22993,23582,21932,23316,23050,23209
16157,22487,22596,22178,23313,23397,84947,72760B,22798,22782,22801
16159,22284,84459B,22285,22249,84997C,22251,21136,85194L,22228,84997A
16160,23535,21754,23378,21755,23526,21982,23551,23681,21136,23207
16161,21481,22867,22273,22111,22749,22224,22834,22972,21034,21621
16162,22720,21258,82486,22171,22487,23111,22149,22666,22508,23118
16163,23298,22960,47566B,84078A,22669,22668,22666,22585,22561,22084
16164,84946,23311,22952,23319,23343,23203,35970,84347,23340,23352
16168,23201,23083,22090,22083,47566,22189,79321,22809,22089,22088
16169,23570,23356,23206,23571,23581,23313,23354,23493,23494,22111
16170,22972,22302,22940,22636,23076,22977,21914,22148,21915,23169
16171,23237,23245,23239,85049E,23241,23247,23494,22902,21754,20749
16172,21977,20724,23307,22960,23202,22356,22557,22554,84946,22385
16173,22427,23245,23355,23108,23076,22766,84946,20914,22690,72741
16174,22699,22382,22698,22624,22749,20726,15036,22940,23207,22750
16175,20749,22297,22178,84970L,23332,82484,84836,23329,22645,35961
16177,23118,23400,23321,23393,23406,23403,23264,23111,23322,23470
16178,23198,23266,22966,23265,22666,23298,22550,84378,22961,23197
16179,22427,85099B,23581,23582,22426,23266,23344,23264,22456,22430
16180,21930,22553,22867,23343,20726,23080,23230,22487,23298,23344
16181,20712,71459,23298,22178,84078A,23188,22464,84949,84755,23165
16182,85099C,85099F,23343,22385,20711,20713,21930,22457,20712,22456
16183,23264,23314,23247,21479,84029E,23358,22086,84029G,21485,23354
16184,21175,21181,21756,23395,23108,21166,85152,23426,21165,84949
