,Top1_rec,Top2_rec,Top3_rec,Top4_rec,Top5_rec,Top6_rec,Top7_rec,Top8_rec,Top9_rec,Top10_rec
15436,13232,13614,17472,13742,16914,15906,18229,16185,17164,15300
15437,16402,15581,12956,15395,15951,13561,15367,14890,12365,16014
15438,14823,16527,14873,16756,17053,12940,17114,14035,14622,14243
15440,13108,14109,14408,13992,13483,17855,15815,16520,12925,15277
15442,14145,12917,14155,18240,13551,16565,15355,17464,12358,13207
15443,15790,15993,16141,15755,15615,17410,13769,14755,16556,14944
15444,13467,14506,17852,17614,13894,13842,13808,14618,15511,16434
15445,13493,17331,16144,14199,12603,17408,14972,13144,13800,16084
15447,16621,14964,14642,13955,16424,18138,15836,13695,17923,16323
15448,14886,15353,13800,18250,16387,16917,15057,16045,16261,15098
15449,16929,12840,13590,14745,17394,14212,17051,17669,14276,13299
15450,15539,15198,16574,13305,15000,14138,14140,14585,13917,16048
15452,18126,13822,13477,15349,18105,16407,13947,14693,13161,17400
15453,17790,13140,16877,17797,15164,14209,14530,12965,15472,13681
15454,16667,15758,17163,13522,13323,13889,13017,15017,14371,15180
15456,17962,13684,13434,13781,17604,14046,15035,13268,15520,16356
15457,13434,15506,15976,16356,15520,15256,15195,16757,16184,14006
15458,12847,12445,17828,17947,13524,16438,15829,18220,13533,18263
15460,16725,15808,14068,15373,13809,13276,16779,17496,15535,15224
15462,17639,16189,13645,14863,14102,13160,17947,18220,12665,13705
15463,14504,15636,16356,15063,14117,14408,15488,13094,17595,18113
15464,17051,12977,17472,13171,14823,12586,16978,15397,16777,13402
15465,13538,17374,17438,18171,16212,13508,18004,16926,13261,17648
15466,15681,16369,16989,15980,16345,12713,13930,16340,16669,16917
15467,15472,16851,15010,16466,17737,18135,14034,17660,16413,15364
15468,18278,16555,17534,17081,17274,13049,15350,15645,14629,17564
15469,13110,14538,16932,13774,16985,14216,13748,13558,12882,16826
15471,18058,14987,14548,16206,14209,15262,16517,18232,17640,14196
15472,16322,15467,15740,14174,15046,17797,15986,14511,15551,14561
15473,15070,12873,13897,17660,15949,16747,14333,17317,15255,13748
15475,14752,13518,16318,13743,14754,13095,12797,13727,13108,14886
15478,15747,14824,13238,13598,13242,14515,14477,14655,14406,17986
15480,15843,13260,16114,12394,15206,17831,15909,13144,14148,14288
15482,14035,16554,17999,17732,14290,14607,17384,16173,16469,16932
15483,12538,13418,16171,15651,15494,14098,17874,17414,13295,12598
15484,15382,16393,15356,16807,16751,12684,17001,13821,14456,13209
15485,15639,16866,14950,15492,15380,13232,16258,13078,13760,14108
15488,15668,14090,18113,16148,14117,17900,14642,17347,18048,16976
15489,17197,17855,16320,16727,17796,12994,16085,16656,14895,18112
15491,15059,15223,15092,15655,17501,16621,16475,16146,14619,14243
15492,17839,13104,13503,17480,15193,17350,14488,13015,12886,17824
15493,15535,16533,13151,12355,17114,13350,13699,14805,17134,17865
15494,12910,12933,16122,15651,14060,14929,17259,14251,14078,15047
15497,13885,14208,14601,17580,14440,16116,18055,17279,15438,14496
15498,14040,17337,16029,14562,15039,15296,13715,16779,15527,18094
15500,17928,18004,14720,18005,12412,14307,15763,14285,17747,17964
15502,14323,18044,13767,17672,17188,12949,17115,15713,12853,15796
15503,16545,12752,14465,12647,14105,13814,12728,15606,12845,17019
15504,17711,15920,17557,14167,18193,16919,15882,15532,16693,15881
15505,17656,13790,14997,17135,14314,17416,15039,15424,14002,16641
15506,15457,15565,15342,14891,15356,12758,16918,14389,16456,14038
15507,15572,16235,15658,15071,13854,16217,17648,13929,15410,17035
15508,13572,13784,17115,15394,16906,15674,16788,12843,16389,16855
15510,14816,13145,13452,17603,15825,16971,15768,16345,16949,17406
15511,15343,15344,15743,13487,14622,13258,17114,16357,15438,14167
15512,14882,17767,16658,14513,17978,13174,18072,15602,17888,16441
15513,16709,16705,13267,16293,17704,17949,16710,15570,15122,17058
15514,14929,17760,17898,17017,14032,16205,15872,14078,15041,17218
15516,17383,15054,17317,15075,14285,12824,14601,15621,16083,17221
15517,14093,16928,12908,16881,18184,14865,13207,13176,14029,17899
15518,15644,14684,17965,18016,17371,18043,17189,13730,17769,17373
15520,13434,16356,13684,15195,16584,16828,13923,13183,15225,16757
15521,13520,13131,12713,13178,15527,17376,12354,13330,15768,12678
15522,17750,17957,16450,15568,12758,13278,15356,18079,15201,16681
15523,17079,18019,15171,17723,15199,16323,17923,13133,13058,15224
15524,18233,14924,16096,16278,15238,17961,17817,16133,15569,12594
15525,15065,17960,13596,14554,12507,17968,15673,17017,16960,12381
15526,15098,16078,13185,14616,14760,15917,13299,16586,13723,17972
15527,17238,15382,15950,15521,17115,16710,12621,13131,12721,13178
15528,16468,14035,12968,16462,16620,15247,15482,17384,14512,16173
15529,12645,14456,17954,15382,16393,12867,13285,14800,12490,14222
15530,15906,14719,17919,17757,16461,13983,15290,14224,14971,16768
15531,17545,15906,13536,14824,18095,16442,15721,15427,13722,14141
15532,18055,15438,15581,13064,15920,17869,13151,15307,14656,16173
15533,12528,14572,15523,16338,13507,17345,15224,15704,13110,12589
15535,13699,15565,14978,13484,14805,18164,12834,13225,15780,16529
15537,17923,16323,16163,17079,13568,17723,15199,13833,13508,18019
15539,16574,17459,16884,15450,13974,14488,16561,17623,15014,17480
15540,15654,15399,18123,18033,12659,12828,16998,12522,13717,15720
15541,16036,14448,14145,14155,12990,13228,14566,13242,16986,13070
15543,14803,15206,17831,13144,17991,17408,15909,14199,12515,14951
15544,12710,17242,12364,13115,12557,15738,13211,15810,12599,13509
15545,17690,13544,16690,18048,17374,16713,16814,17894,16019,12476
15547,13468,15856,17962,13668,15289,14408,16905,17169,13267,15535
15549,17621,17974,15272,14100,14651,18171,15720,13492,16037,13760
15550,14054,17707,14427,17522,18073,17001,17115,13470,15577,17267
15551,14530,17498,15953,15472,16596,12940,13255,15781,12833,16849
15552,13182,13165,16721,16073,13338,17024,16202,17392,14764,16666
15553,14306,14853,13260,16696,17396,15909,15646,15304,12718,13759
15554,16672,13932,14720,17197,13730,15766,15768,12640,13085,13006
15555,17254,12867,16931,13575,17644,13066,14432,16945,12910,17371
15556,14929,17179,16348,14029,17376,15471,16215,16718,17913,15706
15557,14785,14523,17293,17549,14861,16689,15886,14332,12966,17973
15561,16097,17824,17311,14494,13090,13176,16680,18281,16205,13390
15562,15562,16565,13551,15442,14155,18240,14145,17095,16024,12917
15563,14338,16681,14323,14776,14957,12852,14878,14560,14775,17672
15565,13699,13434,16432,15195,15535,13823,16356,17873,12834,13484
15567,18133,12450,14076,17030,13038,12582,18272,14353,16647,16024
15568,15028,17906,17306,15903,18027,16123,16681,15651,17006,14098
15569,13922,13233,16978,16527,13682,14937,14567,17053,18167,13963
15570,16374,13267,13437,16709,16719,15513,16152,16293,16905,16499
15571,17082,14710,16903,16759,17221,13780,14963,16386,17835,16442
15572,15507,14553,15527,15115,16449,17219,12904,14312,14638,15351
15573,14624,18096,15346,18043,17793,16211,16358,17295,15901,16667
15574,15447,13983,15197,16442,16411,15872,17295,17402,17181,17341
15576,14522,14515,16363,16872,18160,16164,14528,17608,16836,17896
15577,12557,15970,14039,16513,13470,17120,13006,14552,16450,14587
15578,14434,15088,14805,17973,16591,13323,13416,14793,15066,16054
15579,14805,13501,17525,18106,16775,13249,15291,16404,15104,12953
15581,16402,15541,14978,15437,17124,12384,14658,15532,12414,13570
15582,15948,15148,13155,18095,12984,13316,15754,15348,15135,14537
15584,14448,14887,12950,15952,17115,16748,13634,13242,18192,15610
15585,16554,17027,13593,15262,14174,16449,14462,14633,13066,16150
15587,17925,13132,16582,16784,12980,16866,16563,16569,13750,14555
15589,13474,15224,13014,17460,15437,13239,12528,14747,14714,16014
15590,14320,14329,14315,14305,14312,14311,14309,14307,14306,18287
15592,17180,15280,15261,17398,18262,12604,12548,14798,13016,16092
15593,13947,17122,16041,13651,14411,15677,13769,13002,17901,16654
15594,14128,13482,17314,16404,16332,13579,15656,16480,16554,15355
15596,13341,12501,15422,12582,14236,18185,12668,15435,12735,13232
15597,13960,12938,14349,13697,17761,13441,13940,15598,14908,16856
15598,17737,15610,16882,15597,17022,14475,16226,17514,13094,16350
15599,17226,13904,15236,13430,16560,14437,17140,15325,14222,15327
15601,15031,15071,13267,18219,14594,14105,15289,15345,12875,18044
15602,16780,15428,16739,14332,16658,14561,16624,13495,14882,14216
15603,17620,12855,14437,13043,12929,12596,12738,17816,15067,18133
15604,14437,14117,16737,16226,17347,17980,13045,15753,15668,18113
15605,17732,16319,15093,18278,12834,15460,17496,13078,13680,16131
15606,16319,14116,12395,13403,14790,12980,14450,15503,14077,17194
15607,15318,16597,12650,13083,17935,14813,13108,15326,18287,15440
15608,15095,13496,16497,16557,12955,12921,17707,14216,12925,15463
15609,15523,15820,17250,17923,16323,18019,14540,17079,15171,14633
15610,13228,14887,16986,13068,14705,16990,17174,18174,15313,16953
15611,12603,15885,14285,12401,12795,12532,12814,15373,12588,15238
15612,13323,14608,14578,15758,13416,18006,13298,13017,12702,14371
15615,15622,13931,16875,16057,14239,16053,15665,15947,15955,15791
15618,15010,16213,15826,17521,15364,17797,15472,18126,15801,13292
15619,13282,15215,15251,15947,16897,15300,17788,13043,17705,13397
15620,16484,14691,16249,14673,13579,16639,18065,13895,18198,16230
15621,15247,18058,14987,14548,17640,17616,14423,14196,15428,15385
15622,15615,13408,15791,16833,17001,14235,14227,14004,14239,14755
15623,13133,16525,17723,14264,16617,13887,15071,13261,13568,15262
15624,18212,13720,12857,14584,14462,13929,16856,13786,16175,18074
15625,16076,13450,16967,15637,16483,12999,17094,14006,14304,16553
15626,17824,15175,13743,15277,15239,13233,18030,16966,16140,13473
15628,17644,13650,14885,13960,13881,14905,13728,16049,16916,12610
15630,14655,15394,14859,17974,15043,13853,13689,12990,13070,13844
15632,13995,17633,16339,15705,13305,17644,16188,16360,14250,17426
15634,15017,13886,15774,18228,18278,17973,13017,14371,17163,16183
15636,14504,16623,16457,13094,18170,16554,15463,14867,13161,14117
15637,15625,16483,16094,16478,13450,15121,12611,16999,16639,16105
15638,14320,14329,14315,14305,14312,14311,14309,14307,14306,18287
15639,15485,12902,16866,15380,15193,17783,17788,14143,15110,13078
15640,17228,17677,15965,15382,14709,16393,13319,13983,17949,17412
15641,14110,14916,16271,16809,16794,15062,16458,13515,16242,14407
15643,14229,16072,15073,16902,16955,13883,17058,16509,15407,13744
15644,17051,15518,18262,12976,14105,14684,15379,13368,15289,14868
15645,15164,15468,15017,13579,14332,16775,16412,14974,13960,15774
15646,18282,16696,13759,15304,12657,14853,17991,14306,13260,15944
15648,17704,18064,17454,18009,14242,16485,14810,17115,16367,13888
15649,15649,16679,16319,16545,16532,17553,15269,13145,13806,15904
15651,15568,14098,14032,12910,16681,18027,17864,17397,14957,15695
15652,14264,16927,12897,17262,17737,18019,17351,13627,17079,17133
15653,15844,15949,15857,14975,15744,17538,18104,16149,16574,18084
15654,15540,12488,17712,15730,17536,15018,17711,12660,13090,17960
15655,16146,18237,13781,16407,14408,13593,13675,13705,13434,17515
15656,12987,13291,13171,16623,14247,13187,13272,13929,14867,15743
15657,16766,13072,13038,16178,15236,15935,17501,15703,18250,16824
15658,16509,15149,15410,16696,16107,14853,13244,15122,14818,13260
15659,13484,13538,14589,15705,12882,14795,14799,17351,14594,15822
15660,13844,16341,14753,13224,14427,13689,17001,15791,16351,17014
15661,16856,12897,17117,13322,14699,13947,13929,16506,15412,18169
15663,15587,16582,17942,17925,13132,14555,13750,13565,16569,13917
15664,16356,15782,15520,17081,14261,17512,13644,14462,18228,14629
15665,13001,16456,18149,16030,14883,16266,15615,17508,13590,16008
15667,16052,14484,13635,15219,14327,16160,16711,15636,17805,16836
15668,16148,14090,18113,15488,14117,14642,17347,13403,16976,16363
15669,14288,15843,13260,17709,13144,15852,13436,14853,14323,15265
15670,15171,17217,14386,16765,15199,12873,16055,15703,16256,17723
15671,14514,18173,12547,12971,18080,17164,15939,14978,12414,16969
15673,14056,15144,15057,14057,15058,13850,13285,17236,12700,15981
15674,17115,17229,13931,14961,16788,18192,15508,17581,17669,14292
15675,16367,15218,18036,13689,17115,12573,15709,16321,18064,15795
15676,14121,16613,15594,17433,13064,13203,18069,17974,16648,16119
15677,16836,18210,16284,15593,13748,14233,16560,16851,14585,13721
15678,16182,14477,13242,14887,16986,12990,13070,13228,13689,14566
15679,13946,17995,14152,12864,15222,18123,14790,14865,17111,14000
15680,17564,15010,17797,16466,13882,14150,15472,13974,15618,17878
15681,16917,16515,16989,15466,17411,16229,17357,15047,16433,15124
15683,13075,15125,14485,12853,18064,15275,16108,13431,13761,12936
15687,14001,14823,13021,14239,15791,14205,15615,14240,15755,13334
15689,17443,16701,13097,14424,13307,15435,12510,17187,16672,17708
15690,17154,16149,17422,18093,15026,13603,17517,17775,17504,14334
15691,17245,17359,17658,13522,13914,15853,13932,12842,17194,17175
15692,12938,14423,15740,14548,14987,18058,13681,15793,17616,12997
15694,12833,13718,13078,14633,13854,14229,12980,16013,17584,17157
15695,17230,15898,12910,15568,14957,17991,14098,15057,15651,16358
15696,16146,14217,18237,16775,13549,16059,14247,15743,16837,16621
15699,13187,13952,15221,15327,13826,13928,14714,13603,12829,16693
15700,12732,15218,17787,16456,13900,12582,14562,17083,13243,16121
15701,13956,13267,15743,14517,13767,15165,15345,16477,15801,15296
15703,17217,14386,14147,13072,18080,13508,14962,12873,16256,15670
15704,14242,17131,15719,13037,16091,12916,16370,16456,16200,14245
15705,13484,14589,12823,13538,15659,14795,13699,17374,17351,13060
15706,13388,13108,13390,13067,13064,13831,13568,13929,12836,14196
15707,12991,14005,13983,15128,13015,12719,12657,13232,17313,16672
15708,16208,13888,16485,14247,17774,12854,13649,18170,13929,17114
15709,17923,16323,17079,13058,15199,17628,13133,13666,16181,17723
15712,13833,13960,16200,13695,16008,14515,13487,15822,17075,14824
15713,18074,12956,16552,14344,14500,17291,16623,15938,18202,16587
15714,15769,14830,13238,17986,18088,16418,13242,16620,16753,12375
15716,14514,13301,14012,14594,17169,16554,14905,16457,16449,16774
15717,16610,15393,16034,16438,15262,17616,16617,14548,14987,18058
15719,16456,15356,18283,14810,16241,16809,14159,13037,16367,15704
15720,16982,17350,17317,14488,16440,16595,12374,17218,15075,17084
15721,13587,14824,16753,17545,13242,13689,12928,14753,16182,16086
15722,14504,13923,16356,14349,13781,13434,12844,17515,13183,15520
15723,13316,17317,16812,15070,17523,16795,15473,15516,13522,12873
15724,13229,12489,14768,12665,16612,18220,12446,17376,17837,17234
15725,16362,16836,17219,15050,17440,16872,17812,17896,12581,13495
15727,18159,13451,14572,16009,13771,16912,12981,17585,13452,15280
15728,14320,14329,14315,14305,14312,14311,14309,14307,14306,18287
15729,16434,15820,17191,14102,16189,17639,13645,13382,12717,17040
15730,13871,14146,15018,17637,14360,16560,18257,13365,14125,15260
15732,18036,16008,13791,15032,15417,17160,17031,12422,16809,17029
15733,16621,13631,13144,17991,13059,15944,15206,17831,13784,13955
15734,13158,13058,15300,17061,12557,15577,16513,13871,15836,13650
15737,17120,16839,18265,17652,17453,14311,17159,14148,12942,14428
15738,17083,12599,16948,15243,15192,12541,16287,13509,14889,15544
15739,17339,13877,12824,18155,17394,15783,13435,17080,16610,17274
15740,13169,15692,15472,13980,15949,13497,17172,14538,12659,18215
15743,16554,14517,13929,14823,15345,13593,13884,15071,16775,12965
15744,18084,15986,14518,15844,12938,14073,17154,17022,15653,17498
15745,15343,18164,16345,14871,18228,15497,13372,14517,13272,17736
15746,13990,13028,15661,13239,17470,17455,18263,13501,13126,15005
15747,13791,17594,16748,17031,15032,15417,14389,14887,16458,13242
15748,17038,13889,17232,17561,13500,15468,16555,14821,16909,13884
15749,13524,14100,14520,14176,13000,17173,16624,13060,14903,13225
15750,15023,16456,14379,14409,16426,15044,12928,14713,13587,15752
15752,16458,16305,15747,18158,16456,16426,17031,17594,16748,15032
15753,17440,16405,14117,17896,13094,17347,17181,15101,16282,13967
15754,16455,15333,13177,15135,15148,14537,14703,12984,16126,13532
15755,14001,15615,15687,15443,17430,13516,18241,15271,14655,15111
15756,16456,13969,15541,16706,16351,13070,15218,18223,17229,14110
15757,18261,12913,12933,17623,17064,16945,16126,15429,15058,16085
15758,13323,17163,13298,12702,14578,14371,13017,13416,15180,14608
15759,16349,14368,16998,14681,14126,12984,14537,17371,18261,16483
15762,13356,16020,13341,13546,13736,12506,16627,12981,13925,15300
15763,14759,16987,14805,18104,17525,13437,15743,15307,16591,17739
15764,16240,14842,14004,15382,12886,15762,13368,17728,17037,15300
15766,15206,17831,13144,17934,15843,17991,13006,13669,17510,15909
15768,15865,15510,13730,16648,15554,15521,13503,14335,17157,12438
15769,12375,13242,13070,16272,15043,16997,14477,12990,13689,14566
15773,13434,16496,14022,15274,16757,15195,17505,16076,17010,13503
15774,15634,17122,16412,13947,13886,15164,16775,13067,15081,13411
15775,16517,13382,17616,13561,16617,16457,18074,13874,14271,16610
15776,16769,16849,17299,12717,14958,16928,17724,12596,13747,17956
15777,13062,16985,14311,15445,17580,18246,13059,15944,18144,14782
15780,17507,16222,15565,15535,18116,13434,14243,16356,14210,13186
15781,15953,18004,14463,15551,16424,17483,16976,13808,16882,17384
15782,16260,15664,13351,17081,18228,13416,14470,13560,14141,15468
15783,15739,13980,14019,18112,13525,12388,13719,13573,13521,13877
15785,17628,17204,17180,15327,15280,16954,17398,17718,14006,18185
15786,14702,13639,15244,12844,16727,12991,15142,18241,16589,16240
15787,15300,14554,12397,13558,18143,16440,17451,16020,12981,13838
15789,18263,18013,13963,13108,14053,12830,15626,15625,14414,18226
15790,16987,16041,16800,14434,15443,14805,13681,16591,16141,13960
15791,16624,17706,15622,17454,15615,16484,14227,14112,16086,17120
15793,14073,15938,12814,18255,16617,16457,14820,17616,14693,13094
15795,13689,15043,16272,13242,14495,15062,12990,13070,15203,14887
15796,14231,16788,15122,16923,13549,13355,14239,14952,15925,16533
15797,16620,12587,17905,14477,15043,12840,16182,12990,12375,13070
15799,16600,12667,16930,13427,15551,16081,17172,13524,15932,16756
15800,16057,15356,17082,14239,14549,15167,13327,15704,16156,17634
15801,15618,12352,15701,15296,16796,13933,14015,13308,12879,15304
15802,14320,14329,14315,14305,14312,14311,14309,14307,14306,18287
15803,14073,15010,18113,15668,14090,16148,14443,18048,17447,17538
15804,14741,17734,13521,14819,14698,15360,18092,13994,14818,17267
15805,16108,14341,15382,17581,13448,18223,13692,14112,16029,15144
15806,16306,17650,15277,13743,16333,15243,15098,14206,16078,13185
15807,15017,18278,13960,17166,12557,13354,16008,17564,15634,14312
15808,16398,17634,18094,17230,15460,18183,13564,14577,13014,17213
15809,17883,16045,13244,16653,16509,14342,17453,14199,16672,16389
15810,12557,17083,12826,12710,12375,18177,12380,12354,12490,13178
15811,14193,13155,13316,16126,16464,16803,18261,16374,14506,12544
15812,14818,18146,17848,16696,16756,13731,17704,17819,16366,17175
15813,14338,14873,16696,16135,13260,13476,17556,13865,13759,13324
15814,14842,17301,16168,14756,14901,12638,17155,14638,15364,14317
15815,15277,13621,16754,17824,18013,14494,15440,14075,13503,17042
15819,14057,13330,13772,16172,12553,14916,12621,17381,16807,16767
15820,14973,16407,15609,17639,13474,13675,15171,16146,16189,14259
15821,16762,17084,16020,14261,16445,15398,13860,16440,14665,15300
15822,14953,15705,15659,17034,13258,17524,14515,15712,14710,13487
15823,15939,14704,13651,16714,13405,16271,16904,13263,15984,17252
15825,15510,14816,13145,16971,17603,13452,12968,17956,13952,16462
15826,13842,17169,16556,15618,16357,16554,12949,13908,14755,16950
15827,13324,14466,16114,13016,12809,12852,18185,14948,16211,14873
15829,16482,14414,15458,13271,18072,17786,18263,14022,13434,13233
15830,18016,17313,15903,16031,12723,16123,16591,13448,17513,14335
15831,13452,17272,12830,17857,14816,14178,16583,16949,14752,13899
15832,18168,12356,12569,12668,15596,12591,13952,15422,13229,13725
15834,16205,13821,15437,13462,15367,17671,16570,13730,13451,15525
15835,13242,13238,14477,15341,16620,16997,13033,12990,14495,13070
15836,15447,15149,14693,14500,18048,16419,17331,16144,14148,18138
15837,15238,17432,13774,14885,16183,14538,16982,13748,15074,15300
15838,13178,12939,14112,15769,17238,17174,15732,14632,18118,12662
15839,17791,17636,13291,14981,13470,17325,16996,17353,14047,14054
15840,16811,13518,16751,13345,16142,14291,16316,12962,14178,16949
15841,16103,16013,17515,15073,17512,15247,13183,14400,15428,15093
15843,13144,16114,17831,15206,17991,13059,13260,14199,17331,16144
15844,15653,15857,15949,15010,15744,18084,17026,14975,18104,17684
15845,14257,16477,17462,14227,17652,12883,16115,14905,17463,15281
15847,15118,12833,13886,17720,16150,18228,16119,14641,14428,12374
15850,12925,17368,14494,16820,16205,18123,13654,13410,13518,16306
15852,13144,17991,13260,15206,17831,15909,15304,15944,13059,18282
15853,17664,15691,12826,14416,13211,14709,18139,14780,12625,17966
15854,17850,14155,17496,14145,15442,14165,15044,18240,12917,17894
15855,15840,14082,17376,12637,12947,12653,15976,13705,16422,12598
15856,14796,13680,13268,17696,15547,17085,18044,15903,13183,17975
15857,15844,15653,17423,17538,16574,17164,13348,15598,12465,12541
15858,16423,17333,17898,17017,12713,17839,17350,14488,15521,13588
15860,16706,15812,13673,15041,14732,18277,15584,14985,16451,14055
15861,14159,18283,16745,16271,16379,16940,12517,16794,17323,13137
15862,14467,16499,16444,17219,13447,16085,13411,16079,14903,17186
15863,17197,14204,17262,17357,17081,17525,14633,17006,16260,17402
15864,17980,17789,16419,18200,12924,16226,16976,14117,18270,17707
15865,15193,15768,16732,16509,17410,12640,16668,15492,13730,15658
15866,17402,14154,18281,16723,15048,17765,18110,15480,17898,13662
15867,14051,15898,17313,17827,12834,14031,13699,15808,18204,13396
15869,16739,16034,14666,18048,16737,16405,14351,12871,14964,18073
15870,14473,12991,16062,17317,17383,13897,15646,12873,17350,15975
15872,17862,12723,16884,12598,17234,16491,17376,14554,17861,17017
15874,13452,16891,13230,14747,15199,16938,14816,14535,12948,17967
15877,17510,16708,12544,13639,15806,17480,17839,13721,15901,14251
15880,14723,14448,12838,17341,15035,14905,17968,14967,15164,13560
15881,15224,14789,12828,14576,14045,12407,17078,12794,14173,17859
15882,15894,12355,13311,14295,16048,14167,16031,15350,14173,16430
15883,14371,13363,12357,15180,12374,13017,17163,14712,16804,15903
15885,13260,14853,12924,15909,15304,12603,13144,14618,17831,15206
15886,15557,14523,12624,12968,12618,17293,13092,13572,15621,16730
15888,14199,17331,16144,12507,12603,17844,14148,13006,17152,15327
15889,17976,13831,17843,13657,17897,15503,16005,17017,13108,15471
15891,15038,15497,17742,15895,14390,16527,16116,12817,17891,14607
15894,15882,16031,16123,15054,15881,17867,14173,15516,14138,16364
15895,18011,13682,17958,14167,13311,14379,18127,12725,12355,16887
15897,16093,13217,14000,12864,16498,13600,12877,17187,16446,18094
15898,14040,14753,18192,17230,14622,15341,15695,17732,13334,17908
15899,17359,16808,17536,16801,13302,14315,15543,14050,12794,12815
15900,14529,13363,17436,13566,18093,16169,18027,15341,16440,13558
15901,13621,15877,16488,17376,17795,12710,17964,14631,16892,18022
15903,15568,13416,18027,18044,13323,15350,14578,14880,15758,17330
15904,18068,13147,15649,16679,13396,14485,17384,16164,16362,16423
15906,13614,15530,17220,15813,15531,14873,16135,16110,13244,13015
15907,13536,16464,16759,15096,13040,16205,16747,17232,16960,16442
15909,17831,15206,13260,17991,13144,16696,13244,14853,15304,13059
15910,14701,16094,14431,15075,18139,12841,17870,17164,15327,18185
15912,14301,12353,17718,14878,17582,16226,15224,12863,12528,14326
15916,15038,16773,16107,17999,17655,17329,14738,15895,15952,16855
15917,17991,16696,13144,15206,17831,15098,13185,16078,13260,14616
15918,18040,12618,12458,13810,12498,12491,12656,12654,12405,12489
15919,14624,15154,14265,17600,18099,12758,15723,16125,17144,16123
15920,18121,18048,14682,17062,17133,17524,13865,16475,14209,15532
15921,16696,18073,18078,13737,17848,18191,16419,17267,12837,13350
15922,17789,17312,16226,13496,13617,17979,15885,16557,16976,17980
15923,14682,17394,14672,15976,17836,13079,17537,17110,14699,17165
15925,13144,13260,15206,17991,14853,17831,15909,17707,15944,15852
15930,16260,14317,16367,16341,13127,13931,17101,16229,16451,12822
15932,18074,13740,14641,15262,17470,14502,12904,15211,18138,15713
15933,13989,12544,18139,15975,15955,13914,15237,13117,17051,13806
15935,16742,17846,15657,16806,17194,18250,17857,16716,17940,17928
15937,17650,16690,15121,18035,15625,15759,14309,13044,17937,14348
15938,18048,18246,14463,16566,14377,15793,14117,16617,16872,17347
15939,18080,12971,12974,17175,15671,13226,15393,15823,17124,13207
15940,16242,13174,14030,15570,15619,17578,17239,15269,16596,13279
15942,15277,17505,16483,17601,15175,16097,13621,15243,14494,15423
15944,13144,17991,15206,17831,13260,15304,13059,17331,16144,15909
15945,16719,16905,17969,14696,15376,16306,14195,13600,17995,13097
15947,13850,14888,13461,14495,14887,13397,16997,13931,13283,13070
15948,13155,14132,15148,13138,13316,13177,13532,15358,15135,15582
15949,15653,13897,17878,15473,15844,16589,14975,16574,14412,15075
15950,15769,12826,13178,16810,12939,14680,12375,12757,15527,12373
15951,15262,13636,16449,12833,12956,14217,13928,13067,13549,15071
15952,16554,15584,13884,16773,14035,17560,16623,17463,16119,16350
15953,17790,15551,14064,14174,15781,14035,16350,15021,16146,13929
15955,13327,14231,13431,15356,15615,14489,16458,17229,14680,12952
15957,15341,14753,14655,16008,14723,13228,18174,16953,15313,18017
15958,17788,13811,14855,12968,15670,15400,18191,14988,17889,17955
15963,13695,17293,16427,12890,17267,13292,13462,16466,16209,15025
15965,17377,13643,17346,16393,16809,14498,17459,15640,14963,16169
15967,17070,13888,17433,16480,15585,17625,14111,14395,17894,16411
15969,14976,13171,12764,13151,14823,18109,16825,15796,13436,17788
15970,12557,17353,13470,17871,12403,15577,17242,16281,14054,14447
15971,17174,12990,13070,16986,16997,12516,13531,13283,13228,14887
15973,14870,14044,17048,16757,13434,17567,14437,15319,13168,15195
15974,15925,18078,15447,14741,12949,17962,16184,14867,17926,13299
15975,12697,13772,14473,15075,16793,13075,12981,15070,12873,17623
15976,15457,16529,16212,17786,16185,16174,16014,13434,14227,15256
15977,13416,15017,15022,16183,14861,14518,17434,15634,13323,13607
15978,13639,16848,14780,16292,18251,17480,17509,13016,16108,13375
15980,18173,17512,17515,14229,13769,17058,15093,15225,15520,15466
15981,14581,14317,15144,14709,13850,18177,14598,16848,16809,17031
15983,14673,17855,16253,17293,13521,14754,15175,16318,17458,17950
15984,16121,17660,17974,15472,15952,17131,17451,15253,14349,14965
15985,16352,16989,17507,12576,14079,18077,16850,14300,12878,13357
15986,12821,12938,12904,18084,15744,15472,14073,13321,17521,17498
15987,17939,17490,18112,15521,16657,13846,14019,16669,16354,15858
15988,14117,17347,17896,18113,16148,14090,15668,17440,15488,16235
15990,15970,15577,17589,13590,13330,18218,17802,15351,12557,16078
15992,14501,13618,13321,16315,16427,14860,14552,13525,13866,14518
15993,15427,17545,14178,15443,18034,14629,13536,12944,14528,17590
15994,15164,15050,13522,15017,18135,14871,17403,17297,14640,13495
15996,16806,17450,13261,13827,14474,17096,15567,13166,13570,18219
15998,17211,14907,16383,13708,17059,18034,15822,16979,14515,17075
16000,13681,17924,17237,16379,14950,15432,12997,18257,14820,16298
16003,17058,14816,13452,15073,16407,14229,16013,18200,14511,15864
16005,12435,16833,13544,17885,16515,16456,16121,14459,16777,15756
16006,16413,16412,17854,13366,15270,12821,17514,14138,13938,14271
16007,12516,13931,14780,13751,16338,15334,17082,14887,15254,16271
16008,15732,12928,14824,13791,14489,18036,16086,14753,15747,17454
16009,16499,15300,16203,17321,15764,16680,16960,12863,15144,15727
16010,16117,14825,18036,13487,16065,14350,16030,12840,15957,13562
16011,14511,17512,13435,14673,17293,14660,16554,13078,14184,14496
