,Top1_rec,Top2_rec,Top3_rec,Top4_rec,Top5_rec,Top6_rec,Top7_rec,Top8_rec,Top9_rec,Top10_rec
22917,22919,22916,22920,22918,22921,21894,21896,84673B,21129,22925
22918,22916,22917,22920,22919,22921,21894,21896,84673B,22925,22927
22919,22917,22920,22916,22918,22921,21894,84673B,21896,22925,21129
22920,22919,22917,22918,22916,22921,21894,84673B,21896,22925,21129
22921,22916,22918,22917,22919,22920,84673B,21896,21894,22925,22927
22922,22923,22924,22915,84929,22399,23159,22396,21460,35649,84461
22923,22924,22922,22915,22405,22948,82567,23186,22396,84461,23155
22924,22923,22922,22915,22396,84929,23159,84461,21307,22363,22407
22925,22927,22926,22928,22921,22916,21896,22920,22918,22919,22917
22926,22925,22927,22928,22921,22916,22918,22919,84673A,22920,22917
22927,22925,22928,22926,22921,22916,22920,22918,22919,22917,84673A
22928,22927,22925,22926,22921,84849A,22916,22918,22919,22920,84925F
22929,22346,21763,22760,21460,84531B,22345,20910,35815P,16206B,84859B
22930,22931,22937,22935,22932,22936,22933,22934,72598,47594B,22216
22931,22930,22932,22936,22937,22935,22934,22933,35965,72586,84462
22932,22936,22931,22935,22930,22933,22937,22934,22965,84462,84226
22933,22934,22931,22930,22932,22936,22935,22937,84218,22967,21454
22934,22933,22931,22932,22935,22936,22930,22967,22808,84218,22937
22935,22930,22931,22932,22936,22937,22933,22934,22257,72586,23120
22936,22932,22931,22935,22930,84226,22933,22937,16206B,90141E,90141D
22937,22930,22931,22935,22932,22936,22981,22933,22978,22980,23297
22938,23046,22893,23047,84859B,21878,21003,17090A,22129,35833P,90166
22939,22896,22897,22898,22895,22894,21042,71270,20696,21666,22990
22940,22751,22144,22142,22141,22750,22749,22273,22274,23128,22271
22941,22942,22943,20819,23472,84508C,21014,22174,21481,21263,22946
22942,22941,22943,22218,15058A,22174,21609,23311,20819,23411,90082D
22943,22942,22941,22468,85078,18094C,23079,21447,72800B,21463,22320
22944,84341B,21810,35964,21824,21823,72818,22163,21811,23149,21261
22945,84832,23416,22733,23012,21196,23014,23398,22950,90059E,84251G
22946,22691,90201D,22415,23058,22944,84341B,22947,16216,90201C,90201B
22947,22946,22687,79030G,22589,23229,23367,84531B,23218,21441,20682
22948,23178,23281,23377,22899,22923,82567,20659,84805B,22405,22614
22949,22416,21972,22951,21973,23377,21210,84987,21974,84988,22948
22950,22952,23340,22909,23234,23376,23318,23157,21974,20980,21210
22951,22417,21975,21976,22949,21977,84991,22416,23307,22614,23309
22952,22950,22909,22417,21213,22910,23234,23376,22734,23314,84992
22953,22954,77101A,20662,85232B,20617,47563A,46118,21518,21676,20622
22954,85131C,21058,84859B,20795,22953,72709,20661,71496A,22324,47369B
22955,22956,23297,22964,23123,22613,22417,72132,16259,22124,23122
22956,22955,85118,22407,21211,21726,23241,21882,23297,23189,22613
22957,22967,22859,22860,22857,22858,22856,22861,21717,22256,22241
22959,16169E,23353,23233,23436,23232,23318,21499,79066K,21500,23349
22960,22961,22666,22993,21785,22722,84952B,20652,22720,35818B,22963
22961,22960,22963,22962,22077,22230,22783,85017B,22248,35915B,85160B
22962,22963,20652,23236,84531B,46000U,20653,22980,21336,90141B,35818B
22963,22962,20652,46000U,20910,35815P,90141B,84531B,84031B,35818B,85008
22964,84380,84378,22966,22417,23392,22955,23281,21213,85017C,22613
22965,22966,84378,84380,22932,84375,22978,22981,22982,22931,22937
22966,22965,84380,84378,22964,84375,22993,22937,22930,22931,22936
22967,22957,22858,22860,22859,22857,22856,22256,85200,22861,22934
22968,22505,22452,20696,22654,84592,84452,22363,22445,23473,21279
22969,21643,20936,85174,22922,22907,21913,22742,22957,21992,22961
22970,22971,22900,22988,22659,22713,23309,22616,22976,23505,22902
22971,22970,22988,22713,22900,22976,22659,22300,22301,22977,23238
22972,22974,22975,22977,22973,22976,23289,23290,23292,23291,21068
22973,22976,22972,22974,22975,22636,22977,21068,22988,22892,22634
22974,22972,22977,22975,22973,23289,23292,23290,23291,22951,22976
22975,22977,22972,22974,22976,22973,23292,23290,23289,23291,23345
22976,22973,22975,22977,22988,22972,22974,22971,23079,22970,22262
22977,22975,22974,22972,22976,22973,22988,22636,21066,21196,22971
22978,22982,22981,22980,22979,22937,90166,22965,22989,23113,20701
22979,22980,22982,22981,22978,23336,22937,85008,21658,23113,23299
22980,22979,22982,22978,22981,23336,22989,22937,23113,23337,78034B
22981,22982,22978,22979,22980,16206B,90166,71406C,84916,72801D,84743C
22982,22978,22981,22979,22980,22937,90166,22965,20701,23113,85027L
22983,22030,22026,21506,22715,22037,22029,22716,22028,22027,21508
22984,22819,22028,22715,22712,22035,22026,22025,22027,22817,21508
22985,22048,21497,22047,16161U,16161P,22986,23547,23549,22045,16156S
22986,23231,16161P,16156S,22708,23230,23233,23545,23546,21498,22706
22987,90177B,90079,90177C,90187B,90001A,90026A,90190A,90190B,90036B,90000B
22988,22971,22976,22970,22977,22973,22975,22302,21736,23566,22303
22989,22990,22907,22980,23113,22978,22722,22895,20774,22981,23198
22990,22989,22939,47591D,22895,47567B,20774,20773,37479P,22898,20794
22991,22992,21026,21328,21220,22564,21329,21327,22563,20997,22562
22992,22991,21220,47594A,21678,21064,21222,47594B,20781,21026,85136C
22993,22965,22982,22966,22981,23165,90201B,22666,23339,90201C,23198
22994,23006,23002,22995,22996,23000,22997,23005,22999,23004,23003
22995,22994,23002,23006,22997,23000,23005,22996,22999,23003,22998
22996,22994,22998,22999,23006,22997,23000,23002,22995,23005,23004
22997,23002,23006,22995,22994,22996,23000,23005,22998,22999,23003
22998,22996,23000,22999,22997,22994,23002,23006,23005,22995,23003
22999,23000,23006,22996,22994,22998,22995,23004,22997,23002,23005
23000,22999,23006,22994,23004,22995,22996,23002,22998,22997,23005
23002,22994,22995,22997,23006,23005,22996,23000,22998,22999,23004
23003,22994,22995,84535A,23006,23004,23005,22999,23000,23002,16202E
23004,23000,22994,22999,23006,23003,23002,23005,22995,22996,79063C
23005,23002,22994,22995,22996,22997,23000,23006,22998,23003,22999
23006,22994,23000,22995,22997,22999,23002,22996,23005,23004,22998
23007,23008,23010,23009,22820,90018C,37475,21628,22474,23290,22472
23008,23007,23010,23009,84926D,22820,90018C,22393,22472,37475,22899
23009,23008,23007,23010,23391,23134,22929,22902,21465,23347,21270
23010,23008,23007,23009,22468,84931A,85049H,22743,22324,21447,22744
23012,23013,23014,23418,23020,22364,23016,23419,22362,23017,22363
23013,23014,23012,23418,22364,22362,23419,22363,23020,22359,23017
23014,23013,23012,23418,23419,22364,22362,22363,23016,22359,85008
23015,84707B,47369B,22104,71406C,84226,20861,20662,90141A,90141C,21147
23016,23014,23020,23013,23012,84915,23089,22364,22137,90087,82613C
23017,23018,23019,79406,23013,23425,23012,23418,23327,23014,23252
23018,23017,23019,23425,79406,23013,23418,23014,23012,23394,10133
23019,23018,23017,23394,23425,79406,23418,23325,23014,23013,21591
23020,23012,23013,23016,23418,23014,22364,84913B,23136,85114A,23413
23021,84931A,35818B,84875B,90164A,21208,23168,22094,23411,85071A,20819
23022,23023,21331,23015,21534,20861,90119,90049,90043,21827,23024
23023,23022,90043,90049,90086,20861,90119,16169P,90087,17012E,90164A
23024,85106,23022,21087,23492,23252,22310,21095,23015,21208,23250
23025,23026,23027,23034,23035,23032,23033,23028,23031,23029,22775
23026,23027,23025,23034,23033,23028,23031,23035,22774,23032,22775
23027,23026,23033,23031,23025,23034,23029,23028,22774,23032,23035
23028,23031,23029,23032,23034,22774,21673,23033,23035,22805,22775
23029,23031,23028,23032,23034,23035,23033,21673,23027,22774,22775
23031,23029,23028,23032,23034,23033,23035,22774,21673,23027,22805
23032,23029,23031,23028,23035,23034,21673,23033,22774,21671,23027
23033,23034,22774,23035,22775,23031,23028,22805,23029,23027,21673
23034,23033,23035,22775,23031,22774,23028,23029,22805,23032,22772
23035,23034,23033,23032,23031,23029,23028,22774,22775,21671,21668
23036,23038,23022,84691,23251,84508A,23250,23531,23429,23249,23037
23037,85145,44228,22778,85053,23569,84527,23025,84402B,22882,90205A
23038,DOT,90083,84743C,20964,84227,90101,90149,90103,90141E,90141D
23039,23038,22446,21628,21285,22460,62096A,20733,71510,23109,23140
23040,23041,23042,23044,23043,23045,84984A,84984B,23046,23048,35004B
23041,23040,23042,23044,23045,23043,23046,23048,23047,22992,85200
23042,23044,23041,23040,23045,23043,23046,23047,23048,84984B,84984A
23043,23044,23042,23040,23048,23047,23045,23046,23041,84016,35818P
23044,23043,23042,23045,23040,23046,23041,23047,23048,37489A,84984B
23045,23042,23044,23043,23041,23040,20910,90101,84569C,23047,90103
23046,23047,23044,23043,23042,20663,23045,23041,21189,23481,84743C
23047,23046,23044,23043,23045,23048,23042,23057,20663,21189,35913B
23048,23043,23047,21189,23044,23042,23040,23083,23046,21194,35923
23049,23052,23051,23054,23050,23053,21202,84531B,84531A,23242,23282
23050,23052,23051,23054,23053,23049,21202,23347,23282,22948,23242
23051,23053,23050,23054,23052,23049,23347,21202,23038,22948,23242
23052,23050,23054,23051,23049,23053,21202,23282,23148,23347,16207B
23053,23051,23050,23052,23054,23049,21202,23347,22948,22973,21209
23054,23050,23052,23051,23053,23049,21202,22948,23347,21090,84531B
23055,23057,23056,23072,20748,21847,23064,23299,90197B,23131,23071
23056,23057,23055,23064,37479P,90018B,20894,23467,20663,23071,16169P
23057,23056,23055,20894,23064,90180B,90152A,21630,20964,84743C,84227
23058,21822,35819B,21810,35968,90180B,21818,84341B,85129B,35933,72709
23060,90177D,85131D,20861,85055,20997,21815,90059C,85008,71406C,21827
23061,23068,23067,84926A,79403,22040,85213,23060,23088,85129D,72369A
23064,23056,23057,20893,22102,20663,22780,85145,84984B,21763,23045
23065,23066,23148,23139,23071,23149,84795B,23138,85160B,85055,90043
23066,23065,90049,90043,85160B,72369A,90119,85055,23057,23072,20663
23067,23068,23061,23060,22475,84927F,23140,22227,84600,22167,85131D
23068,23067,22295,21812,23061,23482,23060,84452,22296,84836,35971
23069,23070,21336,72800D,20869,85023B,21507,18094C,84685,90184A,22104
23070,23069,84711B,72800D,85023B,84711A,22875,21143,79403,23491,22869
23071,23072,35443,22936,17012E,72800C,78034B,90076,90141D,90141E,20678
23072,23071,20861,35443,23056,20663,90141B,21847,16010,72369A,85168B
23073,84712B,23072,84708B,84388,72819,22039,23137,23147,21336,21812
23074,23431,23408,23405,20655,22496,22495,23452,85231B,23415,23404
23075,22782,23099,22912,21269,22436,23142,22914,23140,21332,22287
23076,23077,23078,21833,21219,22922,23442,23310,23155,22820,22483
23077,23078,23076,21739,85131C,22922,22930,23517,22031,23193,21027
23078,23077,23076,22610,23155,23123,16048,23445,11001,16238,84549
23079,20618,21739,20617,40001,85055,84558A,16169K,22468,22976,90018B
23080,23081,22650,21427,85136C,22174,22509,23194,23489,22197,21025
23081,23080,21628,85136C,37475,23489,21095,21934,84685,21422,46118
23082,23083,23102,23046,79302M,85114B,22780,23085,85045,22296,23408
23083,23082,23048,23102,37475,23047,85114B,23169,23085,85114C,85071B
23084,21731,22466,23480,23241,23079,23108,23242,85036A,84581,22197
23085,85048,23060,23046,23082,23047,23083,22769,23040,37468,23408
23086,23087,23088,21576,47471,21577,85168B,21579,23106,84569A,23151
23087,23088,23086,23134,85045,23106,84617,21270,23057,84743C,20964
23088,23087,23086,35653,84931B,17129F,47481,47471,84913A,84402B,20964
23089,21314,84707A,23016,21313,21003,22798,23160,23100,21744,22800
23090,22792,22791,84947,72709,23060,23452,23502,23102,20867,23137
23091,21713,22496,23015,22185,22928,22495,21714,21745,22925,20781
23092,22767,22768,23093,22766,22796,23408,23409,22169,22170,23486
23093,23409,23092,23408,23111,85023B,22766,20830,23401,23453,23302
23094,22130,23096,22760,84673A,23118,21592,21147,22315,21640,21744
23096,23094,20980,79161A,21147,23406,21947,20964,84743C,84227,21827
23099,79144B,21372,72128,84595E,46138B,23402,21269,23140,22882,23075
23100,23101,23102,35970,23082,84754,23271,23399,47422,47421,21947
23101,23102,23100,22337,22152,22934,84692,21947,84754,20856,21818
23102,23101,23100,22151,22337,22152,20856,23082,23083,22642,84754
23103,23491,23214,23215,21818,23100,21822,23489,23492,23222,23153
23104,23408,16169K,90152A,85232B,37413,21293,90180B,21845,22337,17129F
23106,23107,23130,23087,23086,23129,23131,22822,23151,21881,22589
23107,23106,23152,23136,22799,21087,23153,23135,21095,23133,23132
23108,23480,23112,23409,23245,23118,23110,22807,23113,23397,85023B
23109,23183,21253,23083,23337,85103,23339,23495,23082,37475,21709
23110,23112,23118,23111,23403,23402,23148,23408,23108,23406,23401
23111,23118,23112,23110,21257,23409,23093,21258,23142,23405,22832
23112,23110,23118,23111,22770,23403,23409,23411,23458,23108,23397
23113,22135,72801D,23336,84915,22989,47341A,90059F,22980,90018C,23559
23114,23117,23244,23235,23115,22895,44242B,21196,20663,22894,47369B
23115,23114,23117,22895,22908,22303,22302,22897,23116,22894,22939
23116,23117,23115,17174,20785,90013A,21161,35443,23197,22964,85214
23117,23114,23115,23116,20867,23317,23316,23244,84880,21066,20751
23118,23112,23111,23110,21257,21258,23409,23403,23408,21259,84915
23119,23121,23120,23122,23123,23559,23392,22135,47422,90059F,35818B
23120,23121,23119,23123,23122,23559,23392,23125,84692,23550,23124
23121,23119,23120,23122,23123,84231,47422,23559,35815P,90059F,85232B
23122,23123,23121,23119,23120,22132,22133,84231,22135,90059F,23559
23123,23122,23121,23120,23119,22132,22198,22133,23559,84231,90059F
23124,23125,23120,85205B,23692,23121,23119,23122,21123,21096,22613
23125,23124,23692,23120,84563A,21096,85205B,23121,21123,21088,23119
23126,23127,23128,84575A,17109D,79063D,72134,79063C,85163A,20971,62086A
23127,23126,23128,20971,79063C,72134,17109D,79063D,72128,71496A,22751
23128,23127,23126,71496A,72132,79063C,21442,22274,79063D,84915,22751
23129,23130,23131,23106,22592,23142,23107,17129F,23056,21913,23133
23130,23129,23131,23106,22592,23132,22573,22574,23133,17129F,23151
23131,23130,23129,85214,22158,23106,23102,23132,20659,22592,20655
23132,23133,85168B,23140,23138,23135,23130,23131,35653,20910,23107
23133,23132,23134,23135,22187,23153,23140,23138,85129C,23107,22822
23134,23133,23135,22188,23087,85129C,84921,23137,22822,84617,22189
23135,23134,23133,84880,23132,47343A,22799,23107,20663,16169P,84559A
23136,23152,23487,85055,23151,23425,23142,84847,23153,23150,84820
23137,71406C,85161,21628,85055,85131D,35598A,84206A,84743C,20964,84227
23138,23140,23139,23141,23152,20663,84971S,85232B,20659,23153,20910
23139,23138,23140,20655,23141,71496A,90141A,90141C,20659,16206B,84226
23140,23138,23139,23141,16206B,71496A,46138B,37479P,20910,84206A,20678
23141,23140,23139,23138,22124,46138B,72800D,20707,16206B,84596G,20655
23142,23136,90141B,71406C,17129F,20964,84227,84743C,90018C,90141C,90141A
23143,90013C,23142,23425,22059,20717,22495,23151,21814,21564,90013A
23144,23145,84970S,84970L,23274,23221,23272,72586,23273,22922,84976
23145,23144,84970L,84970S,72586,22337,23274,23038,72780,23106,90205A
23146,23147,23148,23150,23152,72800C,21336,22912,85130B,84406B,84882
23147,23146,23148,23152,23150,84882,23406,22691,21171,84569A,84792
23148,23147,23146,21934,84882,22615,21577,23447,37475,23446,22100
23149,85232B,20663,90166,90072,71406C,90149,84226,90141A,90141C,84206A
23150,23153,85055,84849A,37468,23152,23151,85008,20663,47369B,22337
23151,23136,23150,85008,21372,84849D,23153,46138B,84688,47310M,84743C
23152,23153,23136,23150,23138,22799,22151,23107,84847,23147,23487
23153,23152,84847,23150,22151,23136,20663,85008,71406C,23151,23138
23154,23159,23156,23155,23421,23158,21700,23420,23157,23422,72128
23155,21700,23159,23154,23156,23158,21698,22923,22922,21949,22915
23156,23159,23154,23158,23155,23421,23189,23420,37468,23183,21209
23157,22950,23154,23159,23156,84347,84857C,22731,23158,22075,35958
23158,23156,23159,23155,23154,23482,21949,16237,22660,23157,21650
23159,23156,23154,23155,23158,22922,23421,23183,72128,23420,22924
23160,23161,23164,23163,23162,23172,23171,23174,23175,23170,22182
23161,23160,23164,23163,23162,23172,23171,23170,23174,23175,22182
23162,23163,23160,23161,23164,85130D,20748,85167B,47422,23026,21293
23163,23164,23160,23162,23161,23175,23174,71406C,22760,47422,23172
23164,23161,23160,23163,23162,23172,23171,20696,47421,23175,47422
23165,23166,23167,85059,22993,23184,23205,21117,22981,22884,22722
23166,23167,23165,85202,23186,22884,22882,23495,22889,23428,23205
23167,23166,23165,23186,21117,90161A,23495,85202,90141B,22884,22882
23168,22098,16052,22407,23423,37468,20655,71406C,85055,23169,22402
23169,23418,23083,84375,23328,21194,21742,23168,23104,22364,21248
23170,23171,23172,23174,23175,23173,22698,22699,22697,23161,23160
23171,23172,23170,23174,23175,23173,22698,22697,22699,23161,23160
23172,23171,23170,23174,23175,23173,22698,22697,23161,22699,23160
23173,23174,23175,23170,23172,23171,22699,22698,22697,23161,23160
23174,23175,23173,23170,23172,23171,22698,22699,22697,23163,23161
23175,23174,23173,23170,23172,23171,22698,22699,22697,23163,23161
23176,23177,23194,23193,23241,22948,23242,84659A,22405,23345,22996
23177,23176,23194,23193,23242,23241,22953,84659A,23150,23510,22421
23178,23179,35241,22948,71496A,21460,84531A,23180,22494,23183,84531B
23179,23180,23178,22124,71496A,71403,22396,23475,84661A,44242B,84569A
23180,23179,22124,84509B,22407,84673B,23178,23183,85118,22108,15056P
23181,23317,35001W,23184,23067,17109D,23159,20982,23180,90162B,22312
23182,22670,22675,22673,22671,22672,22674,21179,21905,84832,82581
23183,84673B,71406C,20663,71496A,85131B,16010,71510,84461,20659,16206B
23184,21171,22311,23183,23178,22312,23302,23181,82567,22097,21620
23185,23186,85185D,21040,22396,84985A,35923,21307,85160B,47518F,22402
23186,23187,22396,23185,84929,21402,81952V,22094,22923,21088,21403
23187,23186,22400,21401,21400,21402,22402,85111,22403,85032D,85032A
23188,22561,21917,23413,22927,23496,23197,22567,22437,22905,21630
23189,23422,23156,22343,23420,23159,22956,23421,84461,23154,23123
23190,23192,85168B,84569A,16054,85163B,22403,22615,71496A,22396,21881
23191,23237,23235,23239,23244,23192,23196,20772,22758,22753,22999
23192,23190,23191,22561,35958,21270,22756,16054,20652,20616,85168B
23193,23194,23177,23176,23241,23242,37476,16161G,84659A,21171,85168B
23194,23193,23176,23177,23241,22948,23242,22405,23123,84859C,22955
23196,23197,23198,23244,23235,23379,23191,23114,23308,23237,20984
23197,23196,22905,23198,20752,85202,23244,20655,16052,23139,22665
23198,23196,23197,22666,22989,16254,23183,23243,22990,23299,20752
23199,23200,23202,23203,20713,23206,22385,23208,85099B,85099F,23201
23200,23199,20713,23202,20712,23203,23201,22385,85099F,22663,21931
23201,23202,23343,23344,20713,23200,22385,20711,23203,22386,23199
23202,23199,23203,23200,23201,23208,23582,23244,21931,23191,23235
23203,23202,23199,23209,23200,23582,23201,21928,21929,22386,23581
23204,20719,20723,20724,23205,22355,22356,22661,84569A,16236,16218
23205,22355,23204,20723,22661,20719,22356,20724,85071D,23207,22124
23206,23208,20728,23209,20725,23207,22383,20726,22384,20727,22382
23207,20728,20727,22383,22384,23209,23206,23208,20726,20725,22662
23208,23206,23209,23207,22383,20728,20726,20727,20725,22384,23681
23209,23208,23206,23207,20728,20726,22384,23583,20725,20727,22383
23210,23211,23213,23212,23224,22571,20757,22572,23222,23220,22601
23211,23210,23213,23212,22571,85087,22572,23224,22574,22576,22573
23212,23213,23210,23211,23224,23221,23225,23222,23220,23219,23223
23213,23212,23211,23210,23221,23224,23225,23228,23222,23223,22576
23214,23215,23491,23223,23225,23224,79403,90049,90043,23221,23103
23215,23214,23491,23223,23225,23217,23219,23103,23218,23492,23221
23216,23218,23219,23217,23222,23225,23224,23223,23220,23221,21028
23217,23219,23216,23225,23223,23218,23220,23222,23221,23224,23215
23218,23216,23219,23223,23222,23224,23217,23225,23220,71406C,23221
23219,23216,23218,23217,23222,23223,23225,23224,23220,23221,22153
23220,23222,23225,23224,23223,23216,23221,23219,23217,23218,37468
23221,23223,23225,23220,23219,23224,23217,23222,23216,23218,23212
23222,23224,23216,23219,23220,23223,23225,23218,23217,23221,22339
23223,23225,23221,23219,23218,23222,23220,23217,23216,23224,84507C
23224,23222,23225,23220,23216,23223,23218,23219,23221,23217,23212
23225,23223,23221,23224,23220,23217,23219,23222,23216,23218,90072
23226,23227,23228,22297,21390,22296,23270,22294,23330,22227,23481
23227,23226,23228,23483,23096,22297,21390,21286,23415,23061,23213
23228,23226,23227,84661A,22296,22297,23213,72709,22295,22335,22337
23229,21888,21912,22550,23524,22758,22623,23409,21913,72051S,23241
23230,22986,22047,22045,21497,22046,16161U,23232,16156S,23233,22711
23231,22986,23545,16161P,23232,21498,23233,23546,21499,22045,22704
23232,23233,22704,23231,22705,23230,16161U,23547,22986,23549,22985
23233,23232,22704,23231,22705,22986,23547,16161P,23230,16161U,22045
23234,23247,22950,23318,22909,23313,22734,23311,22952,23314,23236
23235,23244,23237,23239,23191,23114,23308,23196,23236,85232B,16258A
23236,23240,23286,23307,23244,23239,23235,23285,23242,23241,23237
23237,23239,23244,23235,23191,23308,23238,23236,22999,23196,23208
23238,23237,23347,22659,22911,23391,23309,22902,23505,22616,23240
23239,23237,23244,23235,23191,23236,23308,23240,20774,23114,23196
23240,23236,23239,23238,23245,85071D,23237,23242,23582,23286,23192
23241,23242,23345,23194,84536A,23524,23236,23346,23281,23193,23177
23242,23241,23524,23236,23281,23177,22068,23194,23193,23345,23238
23243,22720,22722,22723,23245,23198,22666,23113,22989,22907,22721
23244,23235,23237,23239,23114,23308,23196,23191,23236,72780,85232B
23245,23243,22720,23240,23108,23236,23287,22410,23285,23286,21471
23247,23234,23236,23319,21402,23101,84600,22591,23343,23241,21441
23249,23250,23251,23252,23325,23038,22262,23428,84461,84508C,85054
23250,23249,23251,23252,23325,23038,84508C,37333,21470,22262,22843
23251,23249,23250,23252,84508C,23325,23038,84507B,21470,84461,23428
23252,23250,23249,23251,23325,85054,37333,23022,21534,22843,22426
23253,22315,72586,23241,21332,84617,84971S,90018C,85095,72801D,84843
23254,23256,23255,84997D,84997A,84997C,84997B,23289,23346,23291,23292
23255,23254,23256,84997D,84997C,84997B,84997A,22636,23360,23346,23289
23256,23254,23255,84997D,84997C,84997A,84997B,23292,23291,23289,23390
23263,23266,23265,23264,23270,23275,23269,22602,22603,22571,22594
23264,23265,23266,23263,22572,22581,23270,23268,23275,22571,23269
23265,23266,23264,23263,23270,23269,23275,22572,23268,22571,22603
23266,23265,23264,23263,23270,23275,22572,23269,22571,22581,22603
23267,21089,22688,22414,23189,21786,22950,35598D,22108,72812,22582
23268,23269,23264,23270,22571,22572,85199S,23265,23266,22336,23275
23269,23268,23270,22572,23265,23266,22571,22603,23264,23263,22601
23270,23269,23263,23266,23265,23264,23268,22602,23275,23226,23330
23271,84832,23100,47504H,35970,23037,82011A,79030D,23340,23123,22953
23272,23274,23273,85039C,20894,84206A,90177D,23183,85131B,84970S,90059B
23273,23274,23272,84970S,85053,72780,21682,23183,23424,72586,23113
23274,23273,23272,84970S,23144,22337,85053,23221,23145,23326,21332
23275,23266,23264,23263,23265,23270,22571,22572,23269,85199S,23268
23280,23281,23282,23506,22399,21336,85131D,85129D,20831,21680,47563A
23281,23282,23280,22399,23506,23508,84926D,22615,21446,85017C,22948
23282,23281,23280,22399,84926D,84707B,85131D,22494,20910,84882,21786
23283,48173C,48116,23114,48184,48129,20685,21523,22692,48188,23244
23284,22690,48173C,20685,22692,23355,82613C,48111,21523,22998,22615
23285,23286,23288,23287,23236,22308,21372,22678,23346,72812,22680
23286,23285,23287,23288,23236,21401,21372,23346,22308,22678,22631
23287,23286,23285,23288,21564,21563,21239,22308,22631,21666,21246
23288,23285,23286,23287,21239,21564,23236,21372,21245,22678,22308
23289,23290,23291,23292,23346,23345,23390,23377,23389,22974,84707B
23290,23289,23292,23291,23346,23345,23390,23389,37468,23377,84707B
23291,23289,23292,23290,23346,23345,23390,23389,84707B,79161A,23377
23292,23291,23290,23289,23346,23345,23390,84707B,23389,21249,37468
23293,23295,23296,23294,23297,23306,23392,23559,23307,23324,21403
23294,23295,23296,23293,23297,23307,21403,23306,23325,23392,23324
23295,23294,23296,23293,23297,23306,23392,23307,23324,23325,21403
23296,23294,23295,23293,23297,23306,23392,23307,21403,23325,23324
23297,23295,23293,23296,23294,22937,22955,23120,23236,22935,23306
23298,22669,47566,22668,23202,22507,23313,84686,23495,23209,23301
23299,22980,23113,22981,22978,22979,90018C,23198,21460,23306,23056
23300,23301,23302,21896,22480,84882,22925,84452,20735,22927,23102
23301,23300,23302,21896,22210,21163,84882,84452,21793,22196,20735
23302,23300,23301,84661A,51020B,84754,84452,23184,90177B,22886,82567
23303,23305,23304,23359,23517,21194,23239,20694,23120,23297,20699
23304,23305,23303,23324,21121,23359,23360,21124,23239,21123,23561
23305,23303,23304,23359,21194,23498,22372,35819B,23324,23120,23360
23306,23307,21210,23296,21974,84988,84987,23392,23295,23293,23294
23307,23308,23306,84991,21975,22417,22951,21977,23236,23294,23121
23308,23307,21975,23244,23237,23235,21977,22417,23239,23196,23309
23309,23347,21975,22951,23005,21976,23308,23238,22900,22417,22970
23310,16248B,21504,51014A,21947,16045,20935,11001,23483,84950,20832
23311,23312,23313,23318,23314,23234,85078,22950,22942,85045,23343
23312,23311,23313,23314,85045,23318,84884A,23378,85024B,23376,23340
23313,23311,23312,23318,23343,23234,23314,85024B,23522,22909,23356
23314,23343,23318,23311,23373,23312,22909,23313,23234,23436,22736
23315,23317,23316,35001W,23342,23430,23286,23429,22725,23341,22729
23316,23315,23317,23429,23428,23430,35001W,23180,23341,20794,22725
23317,23315,23316,35001W,23341,82001S,23342,23428,23181,22981,23117
23318,23319,23320,23349,22909,23234,23311,23353,23314,23313,22950
23319,23318,23320,23354,23352,23353,23351,23349,23247,21442,23350
23320,23319,23318,22910,23100,23247,84707A,21060,22909,22263,22141
23321,23322,23323,23332,23329,22469,22470,23333,22694,23330,23331
23322,23321,23323,23332,23329,22470,22694,22469,23333,23330,23331
23323,23322,23321,23332,22694,23333,23329,23330,22600,23334,22470
23324,23325,23295,23293,23294,23296,23297,21403,23360,23304,23252
23325,23324,23250,23252,90072,90205A,23327,84508C,23249,23294,22615
23326,23327,22050,84816,21774,23514,84915,71510,20663,23432,21263
23327,23326,84915,35818P,20803,23325,21263,35818B,72586,35598A,35815P
23328,23169,22308,21664,23327,21564,23518,22315,22496,21401,79051A
23329,23332,23330,23333,23322,23331,23321,23323,22694,23334,84661C
23330,23333,23329,23332,23331,23334,22694,23321,23322,23323,79403
23331,23334,23330,23329,23333,23332,22694,22600,23321,22602,23322
23332,23329,23333,23330,23322,23323,23321,23334,23331,22694,35833P
23333,23330,23332,23329,23334,23331,23323,23321,23322,22694,71510
23334,23331,23333,23330,23332,23329,23481,23323,23398,84766,22156
23335,23338,23337,23336,23339,23495,23422,90205A,85064,23420,23348
23336,23339,23337,23335,23338,23495,20670,22135,23422,22980,90205A
23337,23339,23336,23335,23338,23495,90205A,84743C,20964,84227,23422
23338,23335,23339,23336,23337,23495,23422,20663,21370,90205C,85055
23339,23337,23336,23338,23335,23495,90205A,20670,90205C,21370,20663
23340,22950,23378,23376,22909,23360,35912B,35818B,84569A,23382,20616
23341,23342,22192,22193,22191,23317,22194,23316,23315,22728,23428
23342,23341,22193,22192,22191,22194,23315,23317,22725,22729,22701
23343,23344,23201,23314,21930,23313,23200,22385,23373,22663,23247
23344,23343,23201,21930,23200,22385,23314,23247,22386,23202,21090
23345,23346,23291,23292,23289,23290,22630,22629,23390,22631,23241
23346,23345,23291,23290,23292,23289,22630,23390,22629,23389,22631
23347,23391,23005,23505,23004,22659,23003,23309,23238,23369,23346
23348,21828,23422,23389,23335,23390,23495,84989A,22483,84508C,23388
